id,Outlying_polar,Skewed_polar,Clumpy_polar,Sparse_polar,Striated_polar,Convex_polar,Skinny_polar,Stringy_polar,Monotonic_polar,Outlying_contour,Skewed_contour,Clumpy_contour,Sparse_contour,Striated_contour,Convex_contour,Skinny_contour,Stringy_contour,Monotonic_contour,No_of_max_ponits,No_of_min_points,diameter,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,compactness,NF,Perimeter_ratio_diameter,Perimeter_ratio_length,Perimeter_ratio_lw,No_of_Convex_points,perimeter_convexity,area_convexity,area_ratio_convexity,equivalent_diameter,cx,cy,eccentriciry,contrast,correlation_texture,inverse_difference_moments,entropy,Mean_R_val,Mean_G_val,Mean_B_val,Std_R_val,Std_G_val,Std_B_val,correlation,Shape_label,Species
256,0,0.556596018,0.007070469,0.01449849,0.956730769,0.000384401,0.765439139,1,0.032876813,0,0.487364101,0.013198209,0.014257119,0.968085106,0.000230305,0.623965374,1,0.024213253,4,4,1113.377744,610883,3349.537351,1108,814,0.73465704,0.67731996,0.684223921,18.36587443,1.367785926,3.008446478,4.114910751,1.742735354,73,0.872321922,0.015793532,0.984452026,881.9299251,768.1554333,541.412829,0.71176132,81.44801419,0.995666074,0.400750095,9.159901359,115.4480952,176.5390617,167.1996079,119.2912028,89.40060571,96.15483007,0.15759641,Diamond,Fagus silvatica
257,0,0.459937703,0.006199948,0.014803383,0.978609626,0.000216946,0.705566296,1,0.038373697,0,0.484616428,0.025116525,0.014273603,0.978378378,0.000133387,0.705035563,1,0.024210879,1,1,1155.667772,618556,3323.953652,1153,815,0.706851691,0.65825188,0.703524083,17.86203332,1.417997267,2.876219041,4.078470739,1.68900084,65,0.892353947,0.018397688,0.981934673,887.4513845,771.2601104,497.0204492,0.760177282,119.4455221,0.99301694,0.392737898,9.494375851,127.8942819,177.6949552,166.8511263,114.1484501,86.41393599,93.65250622,0.156612056,Diamond,Fagus silvatica
258,0,0.51342531,0.012255146,0.014494615,0.940909091,0.001209443,0.783015698,0.986301562,0.03719609,0,0.497264425,0.011967779,0.014235916,0.943127962,0.000540486,0.773305995,1,0.006416005,5,5,1171.236953,623995,3347.718152,1166,831,0.712692967,0.643993577,0.699669914,17.96042729,1.40943075,2.858275726,4.0285417,1.676373637,46,0.898004958,0.019738139,0.980643914,891.3445516,759.3971027,505.1087014,0.732836258,62.44591109,0.996765115,0.399154561,9.351727797,136.6629361,171.0894481,160.8233059,117.2934366,92.61164268,96.94711936,0.080232281,Diamond,Fagus silvatica
259,0,0.506669712,0.010076768,0.01450248,0.941747573,0.000629046,0.786471533,1,0.056408967,0,0.484790181,0.033914868,0.01450248,0.934343434,0.000506728,0.814631758,1,0.008629138,5,5,1102.486735,560459,3205.395216,1088,766,0.704044118,0.672490545,0.6854733,18.33239985,1.439277721,2.907422933,4.184589054,1.728907883,63,0.884344849,0.01636605,0.983897485,844.7476321,783.3659934,522.4337333,0.787795293,56.1300138,0.996716935,0.443482313,8.791857079,137.4020399,183.6652507,172.979493,116.9646475,85.89885954,94.08584866,0.093372064,Diamond,Fagus silvatica
260,0,0.52608449,0.01753079,0.014245619,0.887323944,0.001454457,0.848022714,1,0.055362182,0,0.522513927,0.018866916,0.014503869,0.959183673,0.000283235,0.698599982,1,0.006256219,6,7,1080.312918,563758,3236.816569,1081,814,0.753006475,0.640682142,0.676186358,18.5841824,1.327165746,2.996184269,3.976433132,1.708082622,50,0.873724852,0.017000202,0.983283974,847.2301808,773.1507249,502.6272381,0.707895838,66.94031551,0.996204399,0.422520741,9.061309946,128.8579344,181.0263095,173.5161107,116.7906163,88.54319404,93.50332099,-0.080303586,Diamond,Fagus silvatica
261,0,0.501815221,0.021557923,0.01452025,0.925742574,0.000554935,0.74975027,1,0.070688978,0,0.492843247,0.017661997,0.014104309,0.934673367,0.00056415,0.772651863,1,0.007741934,6,6,1199.943749,656886,3425.6004,1198,857,0.715358932,0.639811978,0.703439042,17.86419272,1.400167735,2.854800822,3.9972,1.666958832,54,0.896390495,0.021051598,0.979382435,914.5344343,842.8668125,528.8849589,0.723918921,64.03439577,0.996461165,0.398187738,9.432536538,122.8861038,171.0746315,173.2057487,114.6140527,88.9025277,88.28904927,0.088956536,Diamond,Fagus silvatica
262,0,0.537832125,0.033472765,0.014706186,0.949748744,0.000334458,0.776766437,1,0.028927455,0,0.521135295,0.023009518,0.014519487,0.978494624,0.000295637,0.777593214,1,0.007377452,3,5,1120.349945,584351,3270.248028,1121,781,0.696699376,0.667447553,0.686629204,18.30153823,1.434506972,2.91895228,4.187257398,1.719373306,67,0.881681576,0.018102989,0.982218902,862.5652446,821.8367122,554.5054214,0.740685944,60.15979304,0.996843566,0.434733242,8.42641575,94.68560099,179.9513066,166.0388176,118.8279295,88.85241916,98.646325,0.086938586,Diamond,Fagus silvatica
263,0,0.47916636,0.015887235,0.014512824,0.967914439,0.000293643,0.636943303,1,0.049631871,0,0.489785332,0.011737688,0.014271215,0.947368421,0.000532116,0.687162676,1,0.006550837,6,6,1168.154527,611516,3342.581069,1169,812,0.694610778,0.64422457,0.687786727,18.27073732,1.43861395,2.861420292,4.116479149,1.687320075,59,0.888990008,0.020651954,0.97976592,882.3867369,774.4891966,518.1445362,0.730022441,64.91614668,0.996508815,0.420570168,8.97189756,112.1457464,176.9585903,166.5240559,118.7552687,88.69135889,95.78870416,0.081638301,Diamond,Fagus silvatica
264,0,0.512838599,0.007867378,0.014550574,0.951456311,0.00081646,0.622376971,1,0.061111492,0,0.500408426,0.012924979,0.014533446,0.979487179,0.00026858,0.776769494,1,0.001609301,3,4,1198.844861,655695,3428.9486,1199,842,0.702251877,0.649487201,0.700793049,17.93164276,1.423806248,2.860210451,4.072385511,1.680033611,63,0.893803211,0.017806297,0.98250522,913.704987,820.8204989,516.3642391,0.740842582,64.46690059,0.996681639,0.393857789,9.434924465,125.8352124,168.1753835,168.013916,118.2997456,91.71089392,92.88735429,0.040989978,Diamond,Fagus silvatica
265,0,0.484045116,0.0176341,0.014371159,0.938461538,0.000445484,0.72282888,1,0.032194128,0,0.490476983,0.014981273,0.014267145,0.967741935,0.000177859,0.562981904,1,0.023221454,4,5,1243.400579,658153.5,3458.220678,1243,810,0.651649236,0.653688805,0.691562846,18.17097418,1.535062443,2.781260308,4.269408244,1.684471835,54,0.898360723,0.020230843,0.980170328,915.416333,759.9142115,513.5279917,0.777552565,65.11450578,0.996502465,0.408998577,8.884859592,81.46182302,172.8062824,162.060512,108.198846,89.65908159,95.19120645,-0.153874745,Diamond,Fagus silvatica
266,0,0.522029397,0.005830201,0.014648238,0.923076923,0.00105313,0.768332623,0.985507474,0.015320261,0,0.50198644,0.011550012,0.014495205,0.968421053,0.00029057,0.670188629,1,0.019384477,4,3,1183.76349,626876,3453.811517,1181,847,0.717188823,0.626683608,0.6603805,19.02898499,1.39759562,2.917653354,4.077699548,1.703062878,56,0.881133739,0.015550922,0.984687206,893.3998617,788.9578291,488.9394891,0.795844212,83.30371063,0.995642342,0.407585172,9.334553974,111.6474357,172.8965283,164.1625687,116.5623925,91.94332318,96.36580121,0.140498713,Diamond,Fagus silvatica
267,0,0.535308196,0.009421672,0.014227316,0.891304348,0.002728468,0.738141086,0.960703276,0.018240194,0,0.493189328,0.009120521,0.014244699,0.930555556,0.002654406,0.747888419,0.986046714,0.007639631,6,9,1078.114094,568843.5,3181.510001,1078,822,0.762523191,0.641951505,0.706213603,17.79400817,1.311574324,2.950995649,3.870450123,1.674478948,60,0.889004886,0.018551675,0.981786221,851.0429125,803.3081477,531.670877,0.693110653,66.63584724,0.996308265,0.432923094,8.934925917,111.2880605,180.0738757,164.5969588,115.8056856,89.96400992,98.0773438,0.087916359,Diamond,Fagus silvatica
268,0,0.511396932,0.012042938,0.014532774,0.979899497,0.000191503,0.709360947,1,0.108915273,0,0.495261121,0.028051321,0.014098861,0.96373057,0.000245264,0.690094391,1,0.006859774,2,3,1130.756384,619636.5,3359.838866,1130,798,0.70619469,0.687156497,0.689778982,18.21796683,1.41698795,2.971319829,4.210324394,1.742655014,62,0.87772868,0.014252711,0.985947574,888.2261509,806.956163,526.6709492,0.72807204,79.43000598,0.995922031,0.412080695,8.960310208,99.20213505,175.0837497,155.4555185,118.4895718,90.92866594,99.99698202,-0.084030577,Diamond,Fagus silvatica
269,0,0.560288167,0.011272216,0.014639612,0.888349515,0.001217387,0.786176364,1,0.061514252,0,0.539956133,0.021984072,0.014017833,0.937198068,0.000900182,0.830073586,0.985437124,0.008778837,4,6,1162.549354,592388,3310.321184,1162,815,0.701376936,0.625521895,0.679322267,18.49839352,1.426440925,2.847467226,4.061743784,1.67441638,55,0.888013102,0.014286245,0.985914977,868.4767282,757.9611867,507.4900865,0.772285496,73.11602191,0.99615709,0.424772445,8.884996948,110.1060245,177.7342807,170.0419564,120.3050608,90.61952332,93.79634175,0.094715974,Diamond,Fagus silvatica
270,0,0.552761503,0.018304674,0.014509609,0.885844749,0.002277486,0.790144597,1,0.063923641,0,0.517252317,0.013929805,0.014251257,0.930348259,0.00103004,0.765579623,1,0.012431288,4,6,1150.26823,617552.5,3284.858199,1150,780,0.67826087,0.688464326,0.719201351,17.47267381,1.474702858,2.855732354,4.211356666,1.701999067,78,0.894869634,0.009336858,0.990749512,886.7312242,827.0935428,518.1861404,0.750759922,85.57834681,0.995609113,0.401481586,9.299323706,124.6825798,171.5538214,163.2891688,117.0210939,93.81316918,97.34881117,0.112074527,Diamond,Fagus silvatica
271,0,0.491827158,0.027134558,0.014512512,0.896551724,0.000938838,0.830380466,1,0.039431339,0,0.526150864,0.011566042,0.014254108,0.917948718,0.001135998,0.824242236,0.984536359,0.000513715,4,5,1121.42454,632104.5,3288.774939,1112,810,0.728417266,0.701776912,0.734396228,17.11115899,1.384474741,2.932676092,4.060215974,1.711121196,94,0.893937424,0.011053552,0.989067293,897.117855,839.7111109,548.6013099,0.702230411,96.15249283,0.995328499,0.400179319,9.235606901,107.76983,168.4731101,162.6439634,117.3015364,96.71227829,97.96605093,0.022741309,Diamond,Fagus silvatica
272,0,0.530401393,0.007731336,0.014519825,0.942028986,0.001136258,0.771424756,1,0.052970733,0,0.5152827,0.02511372,0.0140863,0.955223881,0.000988455,0.717571255,1,0.017009474,5,7,1125.813928,628908,3347.787132,1122,829,0.73885918,0.67614483,0.705149678,17.82085564,1.358038514,2.973659367,4.038343947,1.715933948,79,0.88167187,0.017039853,0.983245639,894.8466548,824.5972929,507.0634758,0.720279553,99.60396197,0.994768389,0.39874111,9.211770431,119.7353635,174.8071421,171.6399716,121.9559533,88.97543972,91.71202789,-0.131993354,Diamond,Fagus silvatica
273,0,0.533931496,0.010048752,0.014515184,0.918269231,0.00101772,0.832631586,1,0.048179243,0,0.519408582,0.029965072,0.014239336,0.96039604,0.000771013,0.824299298,1,0.006987364,4,6,1176.125844,635239,3401.551631,1173,832,0.709292413,0.650902313,0.689910703,18.21448856,1.413612793,2.892166387,4.088403403,1.69653448,56,0.890218222,0.015816094,0.98443016,899.3394327,853.0908382,501.7741815,0.734458092,75.70728989,0.996140571,0.409315303,9.061884749,108.4760947,171.829418,174.0838567,119.2578045,91.98527479,90.76314732,0.084678068,Diamond,Fagus silvatica
274,0,0.498492782,0.008392989,0.014455165,0.96969697,0.000371746,0.812380967,1,0.072806734,0,0.492005081,0.018830663,0.014265071,0.96039604,0.000339887,0.683731855,1,2.36E-06,2,4,1187.903195,648515.5,3383.083595,1186,804,0.677908938,0.680110724,0.712040614,17.64839023,1.477491536,2.847945532,4.207815417,1.700042008,76,0.894124524,0.012081438,0.98806278,908.6889347,832.7470558,471.4485537,0.751618775,126.0081997,0.993987625,0.390210183,9.193183814,70.96840989,166.897771,156.0302379,104.1211633,98.34372837,99.94769889,0.001641468,Diamond,Fagus silvatica
275,0,0.48564475,0.052980494,0.014525691,0.975369458,0.000633862,0.759919202,1,0.040741988,0,0.485652353,0.0223544,0.014457173,0.963541667,0.000243615,0.810254321,0.984293483,0.037863985,4,3,1213.114999,632839,3390.061298,1213,812,0.669414674,0.642504843,0.691971165,18.16025182,1.493983989,2.794509426,4.174952337,1.674104345,56,0.899206369,0.019194455,0.981167033,897.6389253,786.9204673,526.3186269,0.780623776,61.29457026,0.996786722,0.401116621,9.309176275,133.4544904,171.3938073,161.4248966,118.3151985,90.90247412,95.84221071,0.196379166,Diamond,Fagus silvatica
276,0,0.522723143,0.014417846,0.014492529,0.912195122,0.001274861,0.769496839,1,0.072070101,0,0.515810117,0.015444015,0.014441167,0.949238579,0.000425771,0.761674431,1,0.008651972,3,5,1141.095964,595725,3304.66433,1139,831,0.729587357,0.629391797,0.68548978,18.33195909,1.373160005,2.896044183,3.976732045,1.677494584,46,0.889319318,0.021427672,0.979021841,870.9194152,788.2601504,512.9858634,0.701888225,49.89927227,0.997276063,0.41397302,9.123734619,142.2817932,176.3214686,173.608504,117.6943041,88.44056815,91.62124957,-0.094003562,Diamond,Fagus silvatica
277,0,0.528980331,0.007178241,0.014529137,0.965346535,0.000297853,0.775396233,0.985074875,0.036973725,0,0.475498451,0.013722999,0.014095334,0.978378378,0.000328381,0.24193357,1,0.001192129,6,6,1154.658824,617584,3356.532298,1155,800,0.692640693,0.668380952,0.688849328,18.24255335,1.44332353,2.906947254,4.195665373,1.716896316,58,0.881319075,0.019617574,0.98075987,886.753839,823.3034383,535.0898601,0.73764214,60.90293946,0.996723088,0.420682694,9.019204236,117.2643782,176.2387553,167.3154645,119.0902824,88.61838347,95.10838433,-0.034979716,Diamond,Fagus silvatica
278,0,0.501141073,0.00754539,0.014651637,0.934343434,0.000605273,0.68518073,1,0.059811806,0,0.480811423,0.076686471,0.013976239,0.948717949,0.000478863,0.772033558,1,0.009781629,5,6,1120.722981,630365,3356.757694,1116,843,0.755376344,0.670039371,0.703010756,17.8750759,1.329446003,2.995171645,3.981918973,1.713505714,60,0.886927594,0.014125943,0.98607082,895.8826071,800.1074388,492.1132404,0.68577233,64.65698694,0.996576551,0.40883322,9.209776999,120.8986118,173.9522507,163.6021799,118.6678977,89.88956716,96.36082939,0.10003185,Diamond,Fagus silvatica
279,0,0.563728681,0.005253205,0.014556596,0.990243902,0,1,1,0.031117616,0,0.469283971,0.014981273,0.014209961,0.979591837,6.72E-05,0.830151604,1,0.035318088,3,2,1136.127194,646286,3358.306903,1137,806,0.708883026,0.705227504,0.720101719,17.45082712,1.409587089,2.955925113,4.166633875,1.728413229,70,0.900505654,0.009527516,0.990562401,907.1256211,818.7009963,515.9622339,0.795192212,74.18719605,0.995875566,0.404666682,9.245396993,129.7791311,171.802139,165.3424855,112.4587341,90.12537882,94.34105334,0.189042584,Diamond,Fagus silvatica
280,0,0.52161968,0.010139154,0.014531032,0.939086294,0.000341295,0.788198754,0.984694145,0.023649447,0,0.481118911,0.014370028,0.014513926,0.977900552,0.000186663,0.642836651,1,0.013123288,6,6,1156.244351,637080.5,3343.000335,1153,805,0.698178664,0.686387119,0.716360014,17.54197663,1.436328387,2.891257658,4.152795447,1.707354614,60,0.895602867,0.0118321,0.988306262,900.6420409,841.8222057,512.5107941,0.754781998,76.763598,0.995967151,0.40485327,9.336594138,121.0092215,170.5010595,158.9617707,114.600107,93.01872817,98.00286593,-0.116126529,Diamond,Fagus silvatica
281,0,0.49155537,0.008708726,0.014450999,0.96039604,0.001444879,0.753017535,1,0.007551014,0,0.481630295,0.013986014,0.013979928,0.934010152,0.000672116,0.803945134,0.984694145,0.036431273,3,4,1172.532729,671146.5,3444.94146,1169,849,0.726261762,0.676231082,0.710662667,17.68260977,1.381075063,2.938034372,4.057646007,1.707106769,78,0.884666746,0.011618924,0.988514525,924.4080615,798.5328378,479.5353149,0.700794986,106.7162264,0.994866522,0.380646438,9.723079759,117.0633754,163.5861018,156.1266298,116.7901347,97.51215692,99.04877291,0.192541271,Diamond,Fagus silvatica
282,0,0.499308881,0.011425223,0.01425492,0.947867299,0.00094338,0.789126216,0.985714503,0.034839629,0,0.517300933,0.013539127,0.014513338,0.929292929,0.0005271,0.810058859,1,0.017743937,4,8,1124.455424,622971,3305.242975,1121,821,0.732381802,0.6768915,0.716590279,17.53633977,1.369616838,2.939416633,4.025874513,1.701978875,74,0.887176027,0.011512574,0.988618456,890.6128858,786.4258543,493.669755,0.69516097,96.64482625,0.995179391,0.393075926,9.508436477,127.7771604,169.7160783,164.1489012,117.1453192,95.61930881,97.82648615,-0.134472605,Diamond,Fagus silvatica
283,0,0.518396223,0.006770298,0.014512066,0.902061856,0.000655862,0.784812663,1,0.105617847,0,0.510794503,0.015705687,0.014512066,0.968911917,0.000307504,0.608327756,1,0.020754671,5,5,1154.208387,694514.5,3485.578981,1154,849,0.735701906,0.708871993,0.71835865,17.49317088,1.359491622,3.019887068,4.105511167,1.740179222,76,0.887876517,0.010150976,0.989951031,940.3634009,794.1761912,513.9144238,0.723457421,89.43894882,0.995801127,0.376738364,9.559160185,124.1610304,159.7714764,163.96661,120.4838645,97.80525595,92.86012694,-0.146558354,Diamond,Fagus silvatica
284,0,0.523993723,0.010094551,0.014473485,0.931707317,0.001123064,0.770132975,1,0.087788601,0,0.466891897,0.012449256,0.013696284,0.980099502,0.000160037,0.690246056,1,0.001325057,6,5,1163.928692,639568,3366.296798,1160,826,0.712068966,0.667496034,0.70923765,17.71813808,1.409114639,2.892184737,4.075419853,1.695013494,60,0.892896381,0.011492132,0.988638436,902.3986199,871.0722688,539.7142497,0.741149976,91.608957,0.995447709,0.395666358,9.431069292,118.5662405,167.4163923,162.7474963,115.8806507,96.71123685,96.28775151,-0.036556335,Diamond,Fagus silvatica
285,0,0.477787803,0.007705273,0.014364679,0.969849246,0.000543788,0.52483389,1,0.030580061,0,0.486838169,0.014280809,0.014260712,0.96373057,0.000635152,0.621781965,1,0.012080356,4,5,1168.90761,673988,3466.924215,1165,874,0.750214592,0.661934179,0.704649798,17.83349779,1.337422894,2.965952301,3.966732511,1.700306138,69,0.883334336,0.014083337,0.986112249,926.362874,838.658393,512.0306608,0.691618464,96.7426622,0.995442452,0.380218798,9.553533272,116.7565366,162.6816877,159.0560184,119.0564739,98.16921948,96.81337809,0.110416428,Diamond,Fagus silvatica
286,0,0.490510706,0.007905138,0.014496253,0.969849246,0.000164588,0.757005971,1,0.053236592,0,0.476997996,0.016226197,0.014150231,0.989583333,0.00010022,0.639027097,1,0.011305943,5,4,1134.732127,702150.5,3466.064263,1122,868,0.773618538,0.72097072,0.734457809,17.1097243,1.307295077,3.054522015,3.993161593,1.741740835,69,0.890430153,0.010903645,0.989213962,945.5187904,818.3856194,518.4551011,0.664703136,92.404056,0.995000973,0.382251044,9.654671107,115.2691951,166.3081966,159.1022463,113.1525709,90.80225447,92.77494572,-0.106764605,Diamond,Fagus silvatica
287,0,0.511147674,0.008604001,0.01450159,0.950738916,0.000991602,0.746749422,1,0.110968276,0,0.494554756,0.009877356,0.01424338,0.958333333,0.000269573,0.791237596,1,0.021002387,3,5,1128.299606,603223,3316.081507,1127,782,0.693877551,0.684458661,0.689346163,18.22940532,1.44283837,2.939007947,4.240513437,1.737077793,71,0.879243079,0.016882645,0.983397646,876.3831228,805.2587525,560.960174,0.744931133,83.67940201,0.995659622,0.407525379,9.133040339,132.57907,175.6690651,171.9062253,120.9985058,90.69382101,94.05140307,-0.146573134,Diamond,Fagus silvatica
288,0,0.474101232,0.007541834,0.014239721,0.974093264,0.000234895,0.724012311,1,0.048647341,0,0.470686585,0.009128788,0.014239721,0.943877551,0.000317074,0.805401138,1,0.002041564,4,4,1155.500325,583966.5,3229.2745,1156,794,0.686851211,0.63622334,0.703700519,17.85755484,1.455290081,2.794698047,4.067096347,1.656038205,55,0.906980863,0.015586511,0.9846527,862.2814161,815.9026378,512.1323266,0.752839942,54.19336603,0.997117596,0.423700428,9.028574025,130.0916969,176.3455915,172.6127846,119.0374227,90.4479187,93.33698678,-0.045632348,Diamond,Fagus silvatica
289,0,0.534871837,0.005680577,0.014349414,0.952606635,0.000520983,0.794261303,1,0.043738522,0,0.494477518,0.025776925,0.014245557,0.953125,0.000491941,0.659474775,1,0.012407919,4,5,1164.16193,594295.5,3290.681574,1164,785,0.674398625,0.65039891,0.689668812,18.22087703,1.483008828,2.826652795,4.19195105,1.688394856,64,0.892147832,0.017509808,0.98279151,869.8738597,775.4070862,493.3341119,0.75259869,76.56906452,0.995943736,0.405770391,9.198945751,140.0040225,175.9092167,177.1517227,119.9544787,89.49904766,90.61361952,-0.112895706,Diamond,Fagus silvatica
290,0,0.531905947,0.006430891,0.014469145,0.937198068,0.000321185,0.852378758,0.970875644,0.026581467,0,0.490648115,0.013516339,0.014520606,0.978142077,0.000166034,0.277900351,1,0.001827703,1,2,1245.544058,647226,3479.492756,1245,801,0.643373494,0.649014034,0.671790636,18.70578413,1.554986339,2.793552532,4.343936025,1.700631846,49,0.89639105,0.016028404,0.984224453,907.7850723,787.3349462,460.1029822,0.805515313,80.73137537,0.995828441,0.396932236,9.500291052,130.12436,169.1861514,171.1902782,119.3295356,91.08605254,90.77793283,0.042991768,Diamond,Fagus silvatica
291,0,0.48003465,0.010906606,0.014506925,0.928571429,0.000400579,0.833589521,0.984615656,0.074303494,0,0.49742976,0.034898789,0.014231234,0.948717949,0.000565125,0.767792459,1,0.021257364,4,4,1170.019658,576483,3303.644996,1162,756,0.65060241,0.656233779,0.663757779,18.93216324,1.54764505,2.823580761,4.369900788,1.722442646,66,0.883853105,0.01865016,0.9816913,856.7385555,751.2017284,497.9311139,0.795226527,66.72842226,0.996444396,0.418894217,9.01386804,122.6744741,179.0026111,170.2949459,120.9333141,89.62727987,94.95264402,0.147903805,Diamond,Fagus silvatica
292,0,0.494609029,0.007661001,0.014259731,0.97044335,0.000287736,0.786169987,1,0.016970182,0,0.495988208,0.021300422,0.014031841,0.968253968,0.000318337,0.820703686,1,0.032068388,3,5,1238.603246,670394,3487.978038,1238,820,0.662358643,0.6603826,0.692456505,18.14752338,1.510491763,2.816057563,4.253631753,1.694838697,56,0.893157057,0.015581882,0.984657188,923.8896857,782.0386142,513.9599063,0.77360542,74.74129677,0.996066204,0.393281869,9.32998943,107.6075805,168.9823475,170.1915744,115.2509684,91.22978944,90.44825546,0.180396228,Diamond,Fagus silvatica
293,0,0.4939637,0.008539813,0.014526065,0.96097561,0.000673521,0.75229749,1,0.01342542,0,0.483068775,0.011502876,0.014039407,0.929648241,0.000722781,0.832201141,1,0.042972896,2,5,1132.397457,581745.5,3268.90697,1133,823,0.726390115,0.623883195,0.684128644,18.36843221,1.375938587,2.886713451,3.971940425,1.671220332,43,0.889740932,0.017961463,0.982355459,860.6400964,777.4189828,482.7961715,0.717952153,56.88966942,0.996851448,0.418598168,9.213807789,134.9060187,177.528405,178.7888176,116.9678387,89.02265903,88.97504222,0.208749948,Diamond,Fagus silvatica
294,0,0.506532586,0.007799954,0.014442737,0.914572864,0.000898758,0.791600255,0.969699062,0.113229869,0,0.518167033,0.024941217,0.014511186,0.947916667,0.000463287,0.796323685,1,0.005974496,6,7,1209.423416,630041,3394.605454,1210,806,0.666115702,0.646023624,0.687068546,18.2898354,1.50052533,2.806796535,4.211669298,1.68383207,50,0.899919227,0.013676094,0.986508418,895.652341,785.1205905,506.745171,0.803003759,81.33182722,0.995730028,0.3994456,9.354964713,133.7312435,172.7128689,167.5165824,119.2718754,90.2493893,93.97427138,-0.078723781,Diamond,Fagus silvatica
295,0,0.500275927,0.007314286,0.014510607,0.935,0.000715534,0.766482536,0.984924879,0.062064012,0,0.494241214,0.010971429,0.014252238,0.955223881,0.000348382,0.622613311,1,0.011792685,2,6,1202.398436,667881,3492.556684,1190,850,0.714285714,0.660287692,0.688053211,18.26366103,1.414586396,2.904658371,4.108890216,1.71203759,71,0.883284879,0.013289044,0.986885239,922.1564403,799.6514756,484.9283818,0.769082635,113.0245736,0.994604461,0.382036088,9.415455856,101.2406323,164.7091378,163.386218,116.5383332,97.22084097,95.98816064,0.109387315,Diamond,Fagus silvatica
296,0,0.566960163,0.006879156,0.014511114,0.888888889,0.001191999,0.844559432,1,0.057797192,0,0.52116851,0.013758312,0.014356644,0.952631579,0.001056171,0.798799747,0.984127283,0.012451997,5,5,1209.086432,673077.5,3485.083595,1208,834,0.690397351,0.668085565,0.696383604,18.04518449,1.449743923,2.882410639,4.178757308,1.706701075,71,0.882157227,0.010394791,0.989712149,925.7369441,796.455877,555.9496724,0.736013016,126.2729911,0.99426153,0.381729132,9.345394143,87.87129943,163.2179476,155.9220486,114.5774355,99.70425018,101.1466208,0.113319381,Diamond,Fagus silvatica
297,0,0.491960455,0.013345917,0.014255218,0.939393939,0.000708176,0.833758947,1,0.075813494,0,0.465956996,0.020386897,0.0140274,0.964102564,0.000175289,0.725207939,1,0.006408558,4,5,1198.80357,655285.5,3455.14247,1192,827,0.693791946,0.664735378,0.689776672,18.21802785,1.449581101,2.882158976,4.177923181,1.711313755,61,0.87997694,0.011392744,0.988735588,913.4196252,796.725389,523.1494855,0.750527302,97.26107753,0.995214205,0.382236878,9.474682861,119.3419854,167.0278369,168.09471,118.1688061,95.42498859,94.33034198,-0.081156938,Diamond,Fagus silvatica
298,0,0.567250622,0.008741859,0.014705423,0.916666667,0.001063231,0.734844876,0.972094656,0.024569149,0,0.518662636,0.012965186,0.014450249,0.97044335,0.000420284,0.700867966,1,0.024451686,5,6,1159.141924,631022.5,3342.171908,1154,806,0.698440208,0.67842836,0.709899941,17.7016082,1.438141345,2.883315527,4.14661527,1.705189749,76,0.891217485,0.011225432,0.98889918,896.3497089,748.1114906,465.6049275,0.754722702,109.2889323,0.994423905,0.386447967,9.581258616,145.8308556,168.0513916,172.9407026,113.7769832,94.93192038,91.96435289,-0.158282924,Diamond,Fagus silvatica
299,0,0.509036391,0.013255256,0.014505667,0.96969697,0.000406642,0.787114369,1,0.058958895,0,0.492634885,0.015490153,0.014247385,0.949494949,0.00044299,0.71566998,1,0.006902153,4,5,1134.535147,615278.5,3370.255168,1134,851,0.750440917,0.637571837,0.680700449,18.4609407,1.333178786,2.97060446,3.960346849,1.697861546,65,0.875323194,0.016590048,0.98368069,885.097123,783.6453792,490.5395571,0.698546696,71.35434711,0.996187809,0.404604476,9.254292317,119.8464917,175.2724221,164.8541489,118.3397492,89.967121,95.75341949,-0.084309902,Diamond,Fagus silvatica
300,0,0.5502183,0.007324331,0.014510824,0.900473934,0.001016471,0.774742138,1,0.08209461,0,0.503348569,0.009831918,0.014235059,0.945544554,0.000434457,0.852311776,0.985074875,1.63E-06,6,7,1162.652141,624882,3379.360726,1159,798,0.68852459,0.675634297,0.687604601,18.27557669,1.45695757,2.906596572,4.234787877,1.726806707,67,0.883688522,0.020714311,0.979706064,891.9778434,774.9881318,518.8267407,0.74928524,75.13883638,0.996019712,0.397764514,9.25235601,122.8933082,174.4919451,169.5697551,119.6689343,89.61790439,93.31288532,0.001141868,Diamond,Fagus silvatica
301,0,0.534242975,0.010688129,0.01425993,0.965174129,0.000173069,0.774589435,1,0.061000321,0,0.503581454,0.026285011,0.014536177,0.977142857,0.000245068,0.65674664,1,0.000238509,1,2,1259.589219,794099.5,3824.730343,1235,933,0.755465587,0.689169932,0.682155121,18.42157336,1.350042035,3.036490219,4.099389435,1.764174512,44,0.876814015,0.039085782,0.962384451,1005.524185,779.3015907,601.4847027,0.744854989,56.43698016,0.996673802,0.360346404,10.01113597,118.7979828,162.711484,155.7643569,117.0396125,81.14874761,87.90264492,-0.015301331,Simple_round,Ulmus carpinifolia
